#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",36.003,2005
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",76.982,2005
GUY,Guyana,49006,Sex ratio at birth (male to female births),1.05,2005
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",24.4022,2005
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",9.3104389,2005
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",33.535284,2005
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",41.548354,2005
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",177.872,2005
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",269.257,2005
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",1.3,2005
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",19.0308729,2005
GUY,Guyana,63106,Population ages 15–64 (millions),0.44089,2005
GUY,Guyana,63206,"Gross enrolment ratio, primary (% of primary school-age population)",100.88132,2005
GUY,Guyana,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",89.20541,2005
GUY,Guyana,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",12.02399,2005
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",8,2005
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",7,2005
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),24.78477367,2005
GUY,Guyana,68606,Gender Inequality Index (GII),0.525,2005
GUY,Guyana,69206,Life expectancy at birth (years),66.694,2005
GUY,Guyana,69706,Expected years of schooling (years),11.03112,2005
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",223,2005
GUY,Guyana,97306,Natural resource depletion (% of GNI),0.231547726,2005
GUY,Guyana,99106,Net official development assistance received (% of GNI),12.600261,2005
GUY,Guyana,100806,Forest area (% of total land area),84.33832868,2005
GUY,Guyana,103006,Mean years of schooling (years),7.902109722,2005
GUY,Guyana,103206,Life expectancy index,0.718369231,2005
GUY,Guyana,103606,Income index,0.609196702,2005
GUY,Guyana,103706,Education index,0.569823657,2005
GUY,Guyana,110806,"Net migration rate (per 1,000 people)",-16.947,2005
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",22.781,2005
GUY,Guyana,111106,International inbound tourists (thousands),117,2005
GUY,Guyana,111306,Private capital flows (% of GDP),-7.27378,2005
GUY,Guyana,120606,"Life expectancy at birth, female (years)",70.097,2005
GUY,Guyana,121106,"Life expectancy at birth, male (years)",63.595,2005
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),61.416,2005
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.824,2005
GUY,Guyana,123306,"Expected years of schooling, female (years)",11.4099,2005
GUY,Guyana,123406,"Expected years of schooling, male (years)",10.6631,2005
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",2961.02544,2005
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",8312.747806,2005
GUY,Guyana,128306,"Prison population (per 100,000 people)",195.8,2005
GUY,Guyana,132706,Population ages 65 and older (millions),0.034494,2005
GUY,Guyana,132806,Population under age 5 (millions),0.08373,2005
GUY,Guyana,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",90.11572,2005
GUY,Guyana,133206,Exports and imports (% of GDP),194.35076,2005
GUY,Guyana,136906,"Human Development Index (HDI), female",0.606607383,2005
GUY,Guyana,137006,"Human Development Index (HDI), male",0.636352437,2005
GUY,Guyana,137506,Human Development Index (HDI),0.629,2005
GUY,Guyana,137906,Gender Development Index (GDI),0.953256949,2005
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.08,2005
GUY,Guyana,147206,International student mobility (% of total tertiary enrolment),-14.78428,2005
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),38.734,2005
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.379,2005
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),50.132,2005
GUY,Guyana,149206,Government expenditure on education (% of GDP),8.13973,2005
GUY,Guyana,150606,Employment in agriculture (% of total employment),22.359,2005
GUY,Guyana,150706,Employment in services (% of total employment),53.397,2005
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),19.533,2005
GUY,Guyana,164406,Adjusted net savings (% of GNI),18.033674,2005
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.516044187,2005
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.564249596,2005
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",5.0085522,2005
GUY,Guyana,174306,Fossil fuel energy consumption (% of total energy consumption),0,2005
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",36.54949901,2005
GUY,Guyana,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",34.6,2005
GUY,Guyana,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",6.27148,2005
GUY,Guyana,178306,Gross capital formation (% of GDP),24.784774,2005
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,5.940074,2005
GUY,Guyana,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",32.93515,2005
GUY,Guyana,181206,Proportion of births attended by skilled health personnel (%),96.7,2005
GUY,Guyana,181706,Rural population with access to electricity (%),75.919604,2005
GUY,Guyana,181806,Current health expenditure (% of GDP),5.187079,2005
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",73.15226,2005
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",107,2005
GUY,Guyana,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",27.44361,2005
GUY,Guyana,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",72.55639,2005
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",56.79999924,2005
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",4.55669,2005
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",4.285653781,2005
GUY,Guyana,194906,GDP per capita (2017 PPP $),5743.589244,2005
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.924914529,2005
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5642.581501,2005
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",18.55921,2005
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",13.79,2005
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",3.57,2005
GUY,Guyana,43006,Vulnerable employment (% of total employment),29.568,2004
GUY,Guyana,69206,Life expectancy at birth (years),66.412,2004
GUY,Guyana,69706,Expected years of schooling (years),10.75,2004
GUY,Guyana,103006,Mean years of schooling (years),7.865687778,2004
GUY,Guyana,103206,Life expectancy index,0.714030769,2004
GUY,Guyana,103606,Income index,0.609823182,2004
GUY,Guyana,103706,Education index,0.560800704,2004
GUY,Guyana,137506,Human Development Index (HDI),0.625,2004
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",56.59999847,2004
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5666.031809,2004
GUY,Guyana,43006,Vulnerable employment (% of total employment),29.874,2003
GUY,Guyana,69206,Life expectancy at birth (years),66.122,2003
GUY,Guyana,69706,Expected years of schooling (years),10.5321,2003
GUY,Guyana,103006,Mean years of schooling (years),7.829265833,2003
GUY,Guyana,103206,Life expectancy index,0.709569231,2003
GUY,Guyana,103606,Income index,0.602294635,2003
GUY,Guyana,103706,Education index,0.553533861,2003
GUY,Guyana,137506,Human Development Index (HDI),0.618,2003
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5390.561099,2003
GUY,Guyana,43006,Vulnerable employment (% of total employment),30.225,2002
GUY,Guyana,69206,Life expectancy at birth (years),65.828,2002
GUY,Guyana,69706,Expected years of schooling (years),11.11324059,2002
GUY,Guyana,103006,Mean years of schooling (years),7.792843889,2002
GUY,Guyana,103206,Life expectancy index,0.705046154,2002
GUY,Guyana,103606,Income index,0.600987958,2002
GUY,Guyana,103706,Education index,0.56846259,2002
GUY,Guyana,137506,Human Development Index (HDI),0.622,2002
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5344.132248,2002
GUY,Guyana,43006,Vulnerable employment (% of total employment),30.516,2001
GUY,Guyana,69206,Life expectancy at birth (years),65.532,2001
GUY,Guyana,69706,Expected years of schooling (years),11.03017118,2001
GUY,Guyana,103006,Mean years of schooling (years),7.756421944,2001
GUY,Guyana,103206,Life expectancy index,0.700492308,2001
GUY,Guyana,103606,Income index,0.599925186,2001
GUY,Guyana,103706,Education index,0.564941042,2001
GUY,Guyana,137506,Human Development Index (HDI),0.619,2001
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5306.664902,2001
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),45.6,2000
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",51.4,2000
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",39.02,2000
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.12,2000
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.26,2000
GUY,Guyana,31706,Share of seats in parliament (% held by women),18.46153846,2000
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",92.679,2000
GUY,Guyana,43006,Vulnerable employment (% of total employment),30.781,2000
GUY,Guyana,43606,"Internet users, total (% of population)",6.61149,2000
GUY,Guyana,44206,Total population (millions),0.746718,2000
GUY,Guyana,45106,Urban population (%),28.7,2000
GUY,Guyana,45806,Primary school teachers trained to teach (%),51.4327,2000
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),5.33403,2000
GUY,Guyana,46106,Primary school dropout rate (% of primary school cohort),34.89314,2000
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",26.22418,2000
GUY,Guyana,47906,Median age (years),22.725,2000
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",35.358,2000
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",79.664,2000
GUY,Guyana,49006,Sex ratio at birth (male to female births),1.05,2000
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",3.8306763,2000
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",9.4153252,2000
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",37.124068,2000
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",46.610558,2000
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",179.176,2000
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",282.177,2000
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",0.6,2000
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",10.1778717,2000
GUY,Guyana,63106,Population ages 15–64 (millions),0.450031,2000
GUY,Guyana,63206,"Gross enrolment ratio, primary (% of primary school-age population)",105.53402,2000
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",14,2000
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",3,2000
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),23.77598249,2000
GUY,Guyana,68606,Gender Inequality Index (GII),0.55,2000
GUY,Guyana,69206,Life expectancy at birth (years),65.242,2000
GUY,Guyana,69706,Expected years of schooling (years),10.94710176,2000
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",231,2000
GUY,Guyana,97306,Natural resource depletion (% of GNI),0.445605469,2000
GUY,Guyana,99106,Net official development assistance received (% of GNI),9.515512,2000
GUY,Guyana,100806,Forest area (% of total land area),84.43992888,2000
GUY,Guyana,103006,Mean years of schooling (years),7.72,2000
GUY,Guyana,103206,Life expectancy index,0.696030769,2000
GUY,Guyana,103606,Income index,0.597932944,2000
GUY,Guyana,103706,Education index,0.561419493,2000
GUY,Guyana,110806,"Net migration rate (per 1,000 people)",-22.983,2000
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",24.736,2000
GUY,Guyana,111106,International inbound tourists (thousands),105,2000
GUY,Guyana,111306,Private capital flows (% of GDP),-8.152465,2000
GUY,Guyana,112506,"Suicide rate, male (per 100,000 people, age-standardized)",41.2,2000
GUY,Guyana,112606,"Suicide rate, female (per 100,000 people, age-standardized)",12.8,2000
GUY,Guyana,120606,"Life expectancy at birth, female (years)",68.444,2000
GUY,Guyana,121106,"Life expectancy at birth, male (years)",62.266,2000
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),59.161,2000
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.764,2000
GUY,Guyana,123306,"Expected years of schooling, female (years)",10.9515,2000
GUY,Guyana,123406,"Expected years of schooling, male (years)",10.9549,2000
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",2648.548904,2000
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",7843.323691,2000
GUY,Guyana,132706,Population ages 65 and older (millions),0.030439,2000
GUY,Guyana,132806,Population under age 5 (millions),0.09609,2000
GUY,Guyana,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",91.51683,2000
GUY,Guyana,133206,Exports and imports (% of GDP),206.76737,2000
GUY,Guyana,136906,"Human Development Index (HDI), female",0.585890382,2000
GUY,Guyana,137006,"Human Development Index (HDI), male",0.628210648,2000
GUY,Guyana,137506,Human Development Index (HDI),0.616,2000
GUY,Guyana,137906,Gender Development Index (GDI),0.932633638,2000
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.813,2000
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),57.277,2000
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),50.511,2000
GUY,Guyana,149206,Government expenditure on education (% of GDP),8.48415,2000
GUY,Guyana,150606,Employment in agriculture (% of total employment),24.881,2000
GUY,Guyana,150706,Employment in services (% of total employment),50.8,2000
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),21.3,2000
GUY,Guyana,164406,Adjusted net savings (% of GNI),9.6586989,2000
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.470873786,2000
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.479677465,2000
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",10.233283,2000
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",35.58334705,2000
GUY,Guyana,175206,"Antenatal care coverage, at least one visit (%)",80.9,2000
GUY,Guyana,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",37.3,2000
GUY,Guyana,177706,Survival rate to the last grade of lower secondary general education (%),84.78854,2000
GUY,Guyana,178306,Gross capital formation (% of GDP),23.775982,2000
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,7.005407,2000
GUY,Guyana,181206,Proportion of births attended by skilled health personnel (%),82.9,2000
GUY,Guyana,181706,Rural population with access to electricity (%),69.467205,2000
GUY,Guyana,181806,Current health expenditure (% of GDP),3.88724,2000
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",45.0344,2000
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",71,2000
GUY,Guyana,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",738.9,2000
GUY,Guyana,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",862.2,2000
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",4.18707905,2000
GUY,Guyana,194906,GDP per capita (2017 PPP $),5607.332181,2000
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",2.154101632,2000
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5237.135934,2000
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",24.24905,2000
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",22.46,2000
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",2.61,2000
GUY,Guyana,43006,Vulnerable employment (% of total employment),31.136,1999
GUY,Guyana,69206,Life expectancy at birth (years),64.964,1999
GUY,Guyana,69706,Expected years of schooling (years),10.86403235,1999
GUY,Guyana,103006,Mean years of schooling (years),7.62,1999
GUY,Guyana,103206,Life expectancy index,0.691753846,1999
GUY,Guyana,103606,Income index,0.59333874,1999
GUY,Guyana,103706,Education index,0.555778676,1999
GUY,Guyana,137506,Human Development Index (HDI),0.611,1999
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5080.251659,1999
GUY,Guyana,43006,Vulnerable employment (% of total employment),31.394,1998
GUY,Guyana,69206,Life expectancy at birth (years),64.705,1998
GUY,Guyana,69706,Expected years of schooling (years),10.78096294,1998
GUY,Guyana,103006,Mean years of schooling (years),7.52,1998
GUY,Guyana,103206,Life expectancy index,0.687769231,1998
GUY,Guyana,103606,Income index,0.591491874,1998
GUY,Guyana,103706,Education index,0.550137859,1998
GUY,Guyana,137506,Human Development Index (HDI),0.607,1998
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5018.516701,1998
GUY,Guyana,43006,Vulnerable employment (% of total employment),31.772,1997
GUY,Guyana,69206,Life expectancy at birth (years),64.468,1997
GUY,Guyana,69706,Expected years of schooling (years),10.69789353,1997
GUY,Guyana,103006,Mean years of schooling (years),7.42,1997
GUY,Guyana,103206,Life expectancy index,0.684123077,1997
GUY,Guyana,103606,Income index,0.589981121,1997
GUY,Guyana,103706,Education index,0.544497042,1997
GUY,Guyana,137506,Human Development Index (HDI),0.603,1997
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4968.575206,1997
GUY,Guyana,43006,Vulnerable employment (% of total employment),31.974,1996
GUY,Guyana,69206,Life expectancy at birth (years),64.255,1996
GUY,Guyana,69706,Expected years of schooling (years),10.61482412,1996
GUY,Guyana,103006,Mean years of schooling (years),7.32,1996
GUY,Guyana,103206,Life expectancy index,0.680846154,1996
GUY,Guyana,103606,Income index,0.584285817,1996
GUY,Guyana,103706,Education index,0.538856226,1996
GUY,Guyana,137506,Human Development Index (HDI),0.598,1996
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4784.730913,1996
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),37.5,1995
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",40.61,1995
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",34.13,1995
GUY,Guyana,24106,"Mean years of schooling, female (years)",7.36,1995
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.06,1995
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",88.814,1995
GUY,Guyana,43006,Vulnerable employment (% of total employment),32.133,1995
GUY,Guyana,44206,Total population (millions),0.761298,1995
GUY,Guyana,45106,Urban population (%),29.1,1995
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",29.16711,1995
GUY,Guyana,47906,Median age (years),21.651,1995
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",38.177,1995
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",81.086,1995
GUY,Guyana,49006,Sex ratio at birth (male to female births),1.05,1995
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",0.273476,1995
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",11.971814,1995
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",41.422651,1995
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",52.791306,1995
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",182.327,1995
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",295.66,1995
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",0.1,1995
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",14.31765222,1995
GUY,Guyana,63106,Population ages 15–64 (millions),0.457107,1995
GUY,Guyana,63206,"Gross enrolment ratio, primary (% of primary school-age population)",94.27701,1995
GUY,Guyana,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",8.85944,1995
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",23,1995
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",5,1995
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),33.22868326,1995
GUY,Guyana,69206,Life expectancy at birth (years),64.064,1995
GUY,Guyana,69706,Expected years of schooling (years),10.53175471,1995
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",220,1995
GUY,Guyana,97306,Natural resource depletion (% of GNI),0.359547005,1995
GUY,Guyana,99106,Net official development assistance received (% of GNI),12.710705,1995
GUY,Guyana,100806,Forest area (% of total land area),84.53644907,1995
GUY,Guyana,103006,Mean years of schooling (years),7.22,1995
GUY,Guyana,103206,Life expectancy index,0.677907692,1995
GUY,Guyana,103606,Income index,0.561847534,1995
GUY,Guyana,103706,Education index,0.533215409,1995
GUY,Guyana,110806,"Net migration rate (per 1,000 people)",-15.384,1995
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",26.701,1995
GUY,Guyana,111106,International inbound tourists (thousands),106,1995
GUY,Guyana,111306,Private capital flows (% of GDP),-12.48659,1995
GUY,Guyana,120606,"Life expectancy at birth, female (years)",67.336,1995
GUY,Guyana,121106,"Life expectancy at birth, male (years)",60.961,1995
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),60.094,1995
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.452,1995
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",2214.478673,1995
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",6093.824928,1995
GUY,Guyana,132706,Population ages 65 and older (millions),0.029492,1995
GUY,Guyana,132806,Population under age 5 (millions),0.099613,1995
GUY,Guyana,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",84.94904,1995
GUY,Guyana,133206,Exports and imports (% of GDP),213.32717,1995
GUY,Guyana,137506,Human Development Index (HDI),0.588,1995
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.966,1995
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),58.994,1995
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),51.934,1995
GUY,Guyana,149206,Government expenditure on education (% of GDP),3.60934,1995
GUY,Guyana,150606,Employment in agriculture (% of total employment),29.988,1995
GUY,Guyana,150706,Employment in services (% of total employment),47.6,1995
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),42.088,1995
GUY,Guyana,164406,Adjusted net savings (% of GNI),18.789664,1995
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.457574882,1995
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.479841691,1995
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",17.023899,1995
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",37.74296195,1995
GUY,Guyana,178306,Gross capital formation (% of GDP),33.228683,1995
GUY,Guyana,181706,Rural population with access to electricity (%),65.180527,1995
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",3.658217795,1995
GUY,Guyana,194906,GDP per capita (2017 PPP $),4805.28181,1995
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.920290664,1995
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4124.260424,1995
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",23.81,1995
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",1.98,1995
GUY,Guyana,43006,Vulnerable employment (% of total employment),32.378,1994
GUY,Guyana,69206,Life expectancy at birth (years),63.891,1994
GUY,Guyana,69706,Expected years of schooling (years),10.44868529,1994
GUY,Guyana,103006,Mean years of schooling (years),7.13,1994
GUY,Guyana,103206,Life expectancy index,0.675246154,1994
GUY,Guyana,103606,Income index,0.552522779,1994
GUY,Guyana,103706,Education index,0.527907925,1994
GUY,Guyana,137506,Human Development Index (HDI),0.582,1994
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),3877.366378,1994
GUY,Guyana,43006,Vulnerable employment (% of total employment),32.528,1993
GUY,Guyana,69206,Life expectancy at birth (years),63.73,1993
GUY,Guyana,69706,Expected years of schooling (years),10.36561588,1993
GUY,Guyana,103006,Mean years of schooling (years),7.04,1993
GUY,Guyana,103206,Life expectancy index,0.672769231,1993
GUY,Guyana,103606,Income index,0.532055243,1993
GUY,Guyana,103706,Education index,0.522600441,1993
GUY,Guyana,137506,Human Development Index (HDI),0.572,1993
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),3386.034819,1993
GUY,Guyana,43006,Vulnerable employment (% of total employment),32.681,1992
GUY,Guyana,69206,Life expectancy at birth (years),63.576,1992
GUY,Guyana,69706,Expected years of schooling (years),10.28254647,1992
GUY,Guyana,97106,Fresh water withdrawals (% of total renewable water resources),0.5387,1992
GUY,Guyana,103006,Mean years of schooling (years),6.95,1992
GUY,Guyana,103206,Life expectancy index,0.6704,1992
GUY,Guyana,103606,Income index,0.502366635,1992
GUY,Guyana,103706,Education index,0.517292958,1992
GUY,Guyana,137506,Human Development Index (HDI),0.559,1992
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),2781.857332,1992
GUY,Guyana,43006,Vulnerable employment (% of total employment),32.831,1991
GUY,Guyana,69206,Life expectancy at birth (years),63.427,1991
GUY,Guyana,69706,Expected years of schooling (years),10.19947706,1991
GUY,Guyana,103006,Mean years of schooling (years),6.86,1991
GUY,Guyana,103206,Life expectancy index,0.668107692,1991
GUY,Guyana,103606,Income index,0.47066841,1991
GUY,Guyana,103706,Education index,0.511985474,1991
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",26.664,1991
GUY,Guyana,137506,Human Development Index (HDI),0.544,1991
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.824,1991
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),52.698,1991
GUY,Guyana,150606,Employment in agriculture (% of total employment),32.805,1991
GUY,Guyana,150706,Employment in services (% of total employment),45.524,1991
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),56.823,1991
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.461164577,1991
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.45858333,1991
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",37.02728451,1991
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),2255.280238,1991
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),31.4,1990
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",32.53,1990
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",30.63,1990
GUY,Guyana,24106,"Mean years of schooling, female (years)",6.75,1990
GUY,Guyana,24206,"Mean years of schooling, male (years)",6.81,1990
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",78.505,1990
GUY,Guyana,44206,Total population (millions),0.743306,1990
GUY,Guyana,45106,Urban population (%),29.6,1990
